idx	pmid	cancer_name_from_study	cohortsize	cancer_class	gene	ensemblid	mutation_type	element	num_of_mutations	mutatedsamplesize	somatic	germline	evidencetype	evidencemethod	adult_cancer	project_code	data_source_url	cancer_category	primary_site	cancer_full_name	solid_tumor	cancertype	project_source	first_author_first_name	first_author_last_name	journal_name	year	cosmic
680	27311963	SKCM	38	metastatic	C14orf2	ENSG00000156411	SNV	promoter	NA	3	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
763	27311963	SKCM	38	metastatic	G2E3	ENSG00000092140	SNV	5UTR	NA	3	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
768	27311963	SKCM	38	metastatic	RNF26	ENSG00000173456	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
752	27311963	SKCM	38	metastatic	PEX16	ENSG00000121680	SNV	5UTR	NA	4	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
770	27311963	SKCM	38	metastatic	RNF216	ENSG00000011275	SNV	5UTR	NA	3	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
767	27311963	SKCM	38	metastatic	TIGIT	ENSG00000181847	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
759	27311963	SKCM	38	metastatic	ITFG3	ENSG00000167930	SNV	5UTR	NA	3	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
661	27311963	SKCM	38	metastatic	RRAS2	ENSG00000262489	SNV	promoter	NA	8	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
684	27311963	SKCM	38	metastatic	S100A8	ENSG00000143546	SNV	promoter	NA	3	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
758	27311963	SKCM	38	metastatic	EXOC7	ENSG00000182473	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
771	27311963	SKCM	38	metastatic	CCDC41	ENSG00000173588	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
760	27311963	SKCM	38	metastatic	PES1	ENSG00000100029	SNV	5UTR	NA	7	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
773	27311963	SKCM	38	metastatic	APMAP	ENSG00000101474	SNV	5UTR	NA	3	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
678	27311963	SKCM	38	metastatic	GNG7	ENSG00000176533	SNV	promoter	NA	5	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
772	27311963	SKCM	38	metastatic	HOXC6	ENSG00000197757	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
791	27311963	THCA	34	primary	CYP4F31P	ENSG00000178206	SNV	3UTR	NA	3	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Thyroid	Papillary Thyroid Carcinoma	solid	THCA	TCGA	Loris	Mularoni	Genome Biology	2016	No
685	27311963	THCA	34	primary	TERT	ENSG00000164362	SNV	promoter	NA	6	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Thyroid	Papillary Thyroid Carcinoma	solid	THCA	TCGA	Loris	Mularoni	Genome Biology	2016	Yes
789	27311963	THCA	34	primary	CHDH	ENSG00000016391	SNV	3UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Thyroid	Papillary Thyroid Carcinoma	solid	THCA	TCGA	Loris	Mularoni	Genome Biology	2016	No
790	27311963	THCA	34	primary	FAM230A	ENSG00000188280	SNV	3UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Thyroid	Papillary Thyroid Carcinoma	solid	THCA	TCGA	Loris	Mularoni	Genome Biology	2016	No
788	27311963	THCA	34	primary	LIMD2	ENSG00000136490	SNV	3UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Thyroid	Papillary Thyroid Carcinoma	solid	THCA	TCGA	Loris	Mularoni	Genome Biology	2016	No
553	27311963	PanCancer	608	primary/metastatic	CHAF1B	ENSG00000159259	SNV	3UTR	NA	5	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
556	27311963	PanCancer	608	primary/metastatic	MALAT1	ENSG00000251562	SNV	lncRNA	NA	20	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
552	27311963	PanCancer	608	primary/metastatic	TP53	ENSG00000141510	SNV	splice site	NA	17	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	Yes
555	27311963	PanCancer	608	primary/metastatic	PRRT3	ENSG00000163704	SNV	3UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
554	27311963	PanCancer	608	primary/metastatic	API5	ENSG00000166181	SNV	3UTR	NA	5	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
809	27311963	LGG	18	primary	SPN	ENSG00000197471	SNV	promoter	NA	2	Yes	No	gene expression association	Wilcoxon rank-sum test	adult	LGG-US	NA	Carcinoma	Brain	Lower Grade Glioma	solid	LGG	TCGA	Loris	Mularoni	Genome Biology	2016	No
810	27311963	LGG	18	primary	TERT	ENSG00000164362	SNV	promoter	NA	11	Yes	No	gene expression association	Wilcoxon rank-sum test	adult	LGG-US	NA	Carcinoma	Brain	Lower Grade Glioma	solid	LGG	TCGA	Loris	Mularoni	Genome Biology	2016	Yes
811	27064257	liver cancer	300	primary	AFF4	ENSG00000072364	SNV	3UTR	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	Yes
812	27064257	liver cancer	300	primary	BCL6	ENSG00000113916	SNV	3UTR	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	Yes
813	27064257	liver cancer	300	primary	LUC7L	ENSG00000007392	SNV	3UTR	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
814	27064257	liver cancer	300	primary	GRIA2	ENSG00000120251	SNV	3UTR	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
815	27064257	liver cancer	300	primary	C19orf22	ENSG00000198858	SNV	3UTR	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
816	27064257	liver cancer	300	primary	STUB1	ENSG00000103266	SNV	3UTR	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
817	27064257	liver cancer	300	primary	MYOZ3	ENSG00000164591	SNV	5UTR	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
818	27064257	liver cancer	300	primary	SLC22A1	ENSG00000175003	SNV	5UTR	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
819	27064257	liver cancer	300	primary	FBXL4	ENSG00000112234	SNV	5UTR	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
820	27064257	liver cancer	300	primary	NEAT1	ENSG00000245532	SNV	lncRNA	NA	66	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
821	27064257	liver cancer	300	primary	RP4-704D21.2	ENSG00000234225	SNV	lncRNA	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
822	27064257	liver cancer	300	primary	MALAT1	ENSG00000251562	SNV	lncRNA	NA	18	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
823	27064257	liver cancer	300	primary	LINC00665	ENSG00000232677	SNV	lncRNA	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
824	27064257	liver cancer	300	primary	RP11-626K17.3	ENSG00000261541	SNV	lncRNA	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
825	27064257	liver cancer	300	primary	RNY5	ENSG00000252310	SNV	misc_RNA	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
826	27064257	liver cancer	300	primary	TERT	ENSG00000164362	SNV	promoter	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	Yes
827	27064257	liver cancer	300	primary	MED16	ENSG00000175221	SNV	promoter	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
828	27064257	liver cancer	300	primary	WDR74	ENSG00000133316	SNV	promoter	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
829	27064257	liver cancer	300	primary	TRPC6	ENSG00000137672	SNV	promoter	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
830	27064257	liver cancer	300	primary	FLJ41941	ENSG00000235295	SNV	promoter	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
831	27064257	liver cancer	300	primary	VPS45	ENSG00000136631	SNV	promoter	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
832	27064257	liver cancer	300	primary	TFPI2	ENSG00000105825	SNV	promoter	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
833	27064257	liver cancer	300	primary	PRSS38	ENSG00000185888	SNV	promoter	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
834	27064257	liver cancer	300	primary	TNFRSF8	ENSG00000120949	SNV	promoter	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
835	27064257	liver cancer	300	primary	C22orf34	ENSG00000188511	SNV	promoter	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
836	27064257	liver cancer	300	primary	RNA5-8SP2	ENSG00000200434	SNV	rRNA	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
837	27064257	liver cancer	300	primary	RNA5SP469	ENSG00000201035	SNV	rRNA	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
838	27064257	liver cancer	300	primary	RNU2-2P	ENSG00000222328	SNV	snRNA	NA	NA	Yes	No	computational prediction	custom statistic test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
839	27064257	liver cancer	247	primary	TFPI2	ENSG00000105825	SNV	promoter	NA	12	Yes	No	gene expression association	Wilcoxon rank-sum test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
846	27064257	liver cancer	247	primary	APOH	ENSG00000091583	SNV	enhancer	NA	NA	Yes	No	gene expression association	Wilcoxon rank-sum test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
847	27064257	liver cancer	247	primary	PRKCA	ENSG00000154229	SNV	enhancer	NA	NA	Yes	No	gene expression association	Wilcoxon rank-sum test	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
840	27064257	liver cancer	300	primary	NEAT1	ENSG00000245532	SNV	lncRNA	NA	66	Yes	No	experimental validation	siRNA knockdown in HepG2	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
841	27064257	liver cancer	300	primary	MALAT1	ENSG00000251562	SNV	lncRNA	NA	18	Yes	No	experimental validation	siRNA knockdown in HepG2	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
842	27064257	liver cancer	300	primary	TERT	ENSG00000164362	SNV	promoter	NA	NA	Yes	No	experimental validation	luciferase reporter assay	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	Yes
843	27064257	liver cancer	300	primary	WDR74	ENSG00000133316	SNV	promoter	NA	NA	Yes	No	experimental validation	luciferase reporter assay	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
844	27064257	liver cancer	300	primary	MED16	ENSG00000175221	SNV	enhancer	NA	NA	Yes	No	experimental validation	luciferase reporter assay	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
845	27064257	liver cancer	300	primary	APOH	ENSG00000091583	SNV	enhancer	NA	NA	Yes	No	experimental validation	luciferase reporter assay	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
848	27064257	liver cancer	300	primary	PRKCA	ENSG00000154229	SNV	enhancer	NA	NA	Yes	No	experimental validation	luciferase reporter assay	adult	LIRI-JP	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	TCGA	Akihiro	Fujimoto	Nature Genetics	2016	No
849	26691984	bladder cancer	99	primary	HILPDA	ENSG00000135245	SNV	3UTR	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Bladder	Bladder Urothelial Carcinoma	solid	BLCA	TCGA	Carlos	Araya	Nature Genetics	2016	No
862	26691984	bladder cancer	99	primary	TBC1D12	ENSG00000108239	SNV	5UTR	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Bladder	Bladder Urothelial Carcinoma	solid	BLCA	TCGA	Carlos	Araya	Nature Genetics	2016	No
861	26691984	bladder cancer	99	primary	ADM	ENSG00000148926	SNV	5UTR	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Bladder	Bladder Urothelial Carcinoma	solid	BLCA	TCGA	Carlos	Araya	Nature Genetics	2016	No
907	26691984	colorectal cancer	233	primary	APC	ENSG00000134982	SNV	splice site	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Bowel	Colorectal Cancer	solid	COADREAD	TCGA	Carlos	Araya	Nature Genetics	2016	Yes
909	26691984	diffuse large B cell lymphoma	58	primary	SGK1	ENSG00000118515	SNV	splice site	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Lymphoma	Lymphoid	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	liquid	DLBC	TCGA	Carlos	Araya	Nature Genetics	2016	No
908	26691984	diffuse large B cell lymphoma	58	primary	ACTB	ENSG00000075624	SNV	splice site	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Lymphoma	Lymphoid	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	liquid	DLBC	TCGA	Carlos	Araya	Nature Genetics	2016	No
851	26691984	esophageal adenocarcinoma	141	primary	ZNF285	ENSG00000267508	SNV	3UTR	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	TCGA	Carlos	Araya	Nature Genetics	2016	No
850	26691984	esophageal adenocarcinoma	141	primary	RABL2B	ENSG00000079974	SNV	3UTR	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	TCGA	Carlos	Araya	Nature Genetics	2016	No
881	26691984	esophageal adenocarcinoma	141	primary	FAM41C	ENSG00000230368	SNV	promoter	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	TCGA	Carlos	Araya	Nature Genetics	2016	No
911	26691984	glioblastoma multiforme	291	primary	TP53	ENSG00000141510	SNV	splice site	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Brain	Glioblastoma Multiforme	solid	GBM	TCGA	Carlos	Araya	Nature Genetics	2016	Yes
910	26691984	glioblastoma multiforme	291	primary	PTEN	ENSG00000171862	SNV	splice site	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Brain	Glioblastoma Multiforme	solid	GBM	TCGA	Carlos	Araya	Nature Genetics	2016	Yes
912	26691984	head and neck cancer	384	primary	TP53	ENSG00000141510	SNV	splice site	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Head and Neck	Head and Neck Squamous Cell Carcinoma	solid	HNSC	TCGA	Carlos	Araya	Nature Genetics	2016	Yes
913	26691984	kindney clear cell carcinoma	417	primary	VHL	ENSG00000134086	SNV	splice site	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Kidney	Kidney Renal Clear Cell Carcinoma	solid	KIRC	TCGA	Carlos	Araya	Nature Genetics	2016	Yes
917	26691984	lung adenocarcinoma	404	primary	PSG4	ENSG00000243137	SNV	splice site	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Lung	Lung Adenocarcinoma	solid	LUAD	TCGA	Carlos	Araya	Nature Genetics	2016	No
918	26691984	lung adenocarcinoma	404	primary	REG1A	ENSG00000115386	SNV	splice site	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Lung	Lung Adenocarcinoma	solid	LUAD	TCGA	Carlos	Araya	Nature Genetics	2016	No
914	26691984	lung adenocarcinoma	404	primary	FCRL2	ENSG00000132704	SNV	splice site	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Lung	Lung Adenocarcinoma	solid	LUAD	TCGA	Carlos	Araya	Nature Genetics	2016	No
915	26691984	lung adenocarcinoma	404	primary	MYH7	ENSG00000092054	SNV	splice site	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Lung	Lung Adenocarcinoma	solid	LUAD	TCGA	Carlos	Araya	Nature Genetics	2016	No
916	26691984	lung adenocarcinoma	404	primary	PRDM9	ENSG00000164256	SNV	splice site	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Lung	Lung Adenocarcinoma	solid	LUAD	TCGA	Carlos	Araya	Nature Genetics	2016	No
919	26691984	lung adenocarcinoma	404	primary	ST18	ENSG00000147488	SNV	splice site	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Lung	Lung Adenocarcinoma	solid	LUAD	TCGA	Carlos	Araya	Nature Genetics	2016	No
883	26691984	lung squamous cell carcinoma	177	primary	CDH16	ENSG00000166589	SNV	promoter	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Lung	Lung Squamous Cell Carcinoma	solid	LUSC	TCGA	Carlos	Araya	Nature Genetics	2016	No
882	26691984	lung squamous cell carcinoma	177	primary	ZNF566	ENSG00000186017	SNV	promoter	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Lung	Lung Squamous Cell Carcinoma	solid	LUSC	TCGA	Carlos	Araya	Nature Genetics	2016	No
921	26691984	lung squamous cell carcinoma	177	primary	PRIM2	ENSG00000146143	SNV	splice site	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Lung	Lung Squamous Cell Carcinoma	solid	LUSC	TCGA	Carlos	Araya	Nature Genetics	2016	No
922	26691984	lung squamous cell carcinoma	177	primary	TP53	ENSG00000141510	SNV	splice site	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Lung	Lung Squamous Cell Carcinoma	solid	LUSC	TCGA	Carlos	Araya	Nature Genetics	2016	Yes
884	26691984	lung squamous cell carcinoma	177	primary	GSTA1	ENSG00000243955	SNV	promoter	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Lung	Lung Squamous Cell Carcinoma	solid	LUSC	TCGA	Carlos	Araya	Nature Genetics	2016	No
920	26691984	lung squamous cell carcinoma	177	primary	NFE2L2	ENSG00000116044	SNV	splice site	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Lung	Lung Squamous Cell Carcinoma	solid	LUSC	TCGA	Carlos	Araya	Nature Genetics	2016	Yes
852	26691984	melanoma	118	metastasis	AZGP1	ENSG00000160862	SNV	3UTR	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Carlos	Araya	Nature Genetics	2016	No
896	26691984	melanoma	118	metastasis	RPIA	ENSG00000153574	SNV	promoter	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Carlos	Araya	Nature Genetics	2016	No
853	26691984	melanoma	118	metastasis	CCDC129	ENSG00000180347	SNV	3UTR	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Carlos	Araya	Nature Genetics	2016	No
854	26691984	melanoma	118	metastasis	CYP2A13	ENSG00000197838	SNV	3UTR	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Carlos	Araya	Nature Genetics	2016	No
899	26691984	melanoma	118	metastasis	HIST1H2BJ	ENSG00000124635	SNV	promoter	NA	NA	Yes	No	computational prediction	SMR	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Carlos	Araya	Nature Genetics	2016	No
